scenario;year;rakv;erpien;rivita;askert;liike;tsto;liiken;hoito;kokoon;opetus;teoll;varast;muut
wem;2048;1969;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012
wem;2048;1979;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022
wem;2048;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2048;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2048;2009;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
wem;2048;2010;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016
wem;2048;2018;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016
wem;2048;2019;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016
wem;2048;2020;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016
wem;2048;2021;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016
wem;2048;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2028;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2029;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2030;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2031;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2032;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2033;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2034;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2035;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2036;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2037;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2038;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2039;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2040;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2041;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2042;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2043;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2044;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2045;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2046;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2047;0;0;0;0;0;0;0;0;0;0;0;0
wem;2048;2048;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2049;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2049;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2049;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2049;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2049;1959;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2049;1969;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011
wem;2049;1979;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2049;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2049;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2049;2009;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2049;2010;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
wem;2049;2018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
wem;2049;2019;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
wem;2049;2020;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
wem;2049;2021;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
wem;2049;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2028;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2029;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2030;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2031;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2032;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2033;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2034;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2035;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2036;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2037;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2038;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2039;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2040;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2041;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2042;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2043;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2044;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2045;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2046;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2047;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2048;0;0;0;0;0;0;0;0;0;0;0;0
wem;2049;2049;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2050;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2050;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2050;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2050;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2050;1959;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2050;1969;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2050;1979;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2050;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2050;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2050;2009;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2050;2010;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2050;2018;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2050;2019;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2050;2020;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2050;2021;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2050;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2028;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2029;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2030;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2031;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2032;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2033;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2034;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2035;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2036;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2037;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2038;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2039;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2040;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2041;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2042;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2043;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2044;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2045;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2046;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2047;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2048;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2049;0;0;0;0;0;0;0;0;0;0;0;0
wem;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2018;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2018;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2018;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2018;1939;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
eu80;2018;1949;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
eu80;2018;1959;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2018;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2018;1979;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023
eu80;2018;1989;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
eu80;2018;1999;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2018;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2018;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2018;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2019;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2019;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2019;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2019;1939;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015
eu80;2019;1949;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
eu80;2019;1959;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2019;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2019;1979;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
eu80;2019;1989;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2019;1999;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2019;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2019;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2019;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2019;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2020;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2020;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2020;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2020;1939;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013
eu80;2020;1949;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023
eu80;2020;1959;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2020;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2020;1979;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
eu80;2020;1989;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015
eu80;2020;1999;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2020;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2020;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2020;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2020;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2020;2020;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2021;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2021;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2021;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2021;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2021;1949;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
eu80;2021;1959;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2021;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2021;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2021;1989;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
eu80;2021;1999;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2021;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2021;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2021;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2021;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2021;2020;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2021;2021;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2022;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2022;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2022;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2022;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2022;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
eu80;2022;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
eu80;2022;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2022;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2022;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
eu80;2022;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
eu80;2022;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2022;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2022;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2022;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2022;2020;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2022;2021;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2022;2022;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2023;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2023;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2023;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2023;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2023;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
eu80;2023;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
eu80;2023;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2023;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2023;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
eu80;2023;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
eu80;2023;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2023;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2023;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2023;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2023;2020;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2023;2021;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2023;2022;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2023;2023;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2024;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2024;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2024;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2024;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
eu80;2024;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
eu80;2024;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2024;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2024;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
eu80;2024;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
eu80;2024;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;2020;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;2021;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;2022;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;2023;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2024;2024;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2025;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2025;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2025;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2025;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
eu80;2025;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
eu80;2025;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2025;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2025;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
eu80;2025;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
eu80;2025;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2020;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2021;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2022;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2023;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2024;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2025;2025;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2026;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2026;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2026;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2026;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
eu80;2026;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
eu80;2026;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2026;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2026;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
eu80;2026;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
eu80;2026;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2020;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2021;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2022;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2023;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2024;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2025;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2026;2026;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2027;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2027;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2027;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2027;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
eu80;2027;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
eu80;2027;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2027;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2027;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
eu80;2027;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
eu80;2027;2009;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2010;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2018;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2019;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2020;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2021;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2022;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2023;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2024;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2025;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2026;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2027;2027;0;0;0;0;0;0;0;0;0;0;0;0
eu80;2028;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2028;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2028;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2028;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
eu80;2028;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
eu80;2028;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
eu80;2028;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2028;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
eu80;2028;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
