scenario;year;rakv;rakennus_tyyppi;kaukolampo;kevyt_oljy;kaasu;sahko;puu;maalampo;muu_lammitys
muutos;2029;2021;opetus;1;0;0;0;0;0;0
muutos;2029;2022;opetus;1;0;0;0;0;0;0
muutos;2029;2023;opetus;1;0;0;0;0;0;0
muutos;2029;2024;opetus;1;0;0;0;0;0;0
muutos;2029;2025;opetus;1;0;0;0;0;0;0
muutos;2029;2026;opetus;1;0;0;0;0;0;0
muutos;2029;2027;opetus;1;0;0;0;0;0;0
muutos;2029;2028;opetus;1;0;0;0;0;0;0
muutos;2029;2029;opetus;1;0;0;0;0;0;0
muutos;2030;9999;opetus;1;0;0;0;0;0;0
muutos;2030;1920;opetus;1;0;0;0;0;0;0
muutos;2030;1929;opetus;1;0;0;0;0;0;0
muutos;2030;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2030;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2030;1959;opetus;1;0;0;0;0;0;0
muutos;2030;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2030;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2030;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2030;1999;opetus;1;0;0;0;0;0;0
muutos;2030;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2030;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2030;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2030;2019;opetus;1;0;0;0;0;0;0
muutos;2030;2020;opetus;1;0;0;0;0;0;0
muutos;2030;2021;opetus;1;0;0;0;0;0;0
muutos;2030;2022;opetus;1;0;0;0;0;0;0
muutos;2030;2023;opetus;1;0;0;0;0;0;0
muutos;2030;2024;opetus;1;0;0;0;0;0;0
muutos;2030;2025;opetus;1;0;0;0;0;0;0
muutos;2030;2026;opetus;1;0;0;0;0;0;0
muutos;2030;2027;opetus;1;0;0;0;0;0;0
muutos;2030;2028;opetus;1;0;0;0;0;0;0
muutos;2030;2029;opetus;1;0;0;0;0;0;0
muutos;2030;2030;opetus;1;0;0;0;0;0;0
muutos;2031;9999;opetus;1;0;0;0;0;0;0
muutos;2031;1920;opetus;1;0;0;0;0;0;0
muutos;2031;1929;opetus;1;0;0;0;0;0;0
muutos;2031;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2031;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2031;1959;opetus;1;0;0;0;0;0;0
muutos;2031;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2031;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2031;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2031;1999;opetus;1;0;0;0;0;0;0
muutos;2031;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2031;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2031;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2031;2019;opetus;1;0;0;0;0;0;0
muutos;2031;2020;opetus;1;0;0;0;0;0;0
muutos;2031;2021;opetus;1;0;0;0;0;0;0
muutos;2031;2022;opetus;1;0;0;0;0;0;0
muutos;2031;2023;opetus;1;0;0;0;0;0;0
muutos;2031;2024;opetus;1;0;0;0;0;0;0
muutos;2031;2025;opetus;1;0;0;0;0;0;0
muutos;2031;2026;opetus;1;0;0;0;0;0;0
muutos;2031;2027;opetus;1;0;0;0;0;0;0
muutos;2031;2028;opetus;1;0;0;0;0;0;0
muutos;2031;2029;opetus;1;0;0;0;0;0;0
muutos;2031;2030;opetus;1;0;0;0;0;0;0
muutos;2031;2031;opetus;1;0;0;0;0;0;0
muutos;2032;9999;opetus;1;0;0;0;0;0;0
muutos;2032;1920;opetus;1;0;0;0;0;0;0
muutos;2032;1929;opetus;1;0;0;0;0;0;0
muutos;2032;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2032;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2032;1959;opetus;1;0;0;0;0;0;0
muutos;2032;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2032;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2032;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2032;1999;opetus;1;0;0;0;0;0;0
muutos;2032;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2032;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2032;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2032;2019;opetus;1;0;0;0;0;0;0
muutos;2032;2020;opetus;1;0;0;0;0;0;0
muutos;2032;2021;opetus;1;0;0;0;0;0;0
muutos;2032;2022;opetus;1;0;0;0;0;0;0
muutos;2032;2023;opetus;1;0;0;0;0;0;0
muutos;2032;2024;opetus;1;0;0;0;0;0;0
muutos;2032;2025;opetus;1;0;0;0;0;0;0
muutos;2032;2026;opetus;1;0;0;0;0;0;0
muutos;2032;2027;opetus;1;0;0;0;0;0;0
muutos;2032;2028;opetus;1;0;0;0;0;0;0
muutos;2032;2029;opetus;1;0;0;0;0;0;0
muutos;2032;2030;opetus;1;0;0;0;0;0;0
muutos;2032;2031;opetus;1;0;0;0;0;0;0
muutos;2032;2032;opetus;1;0;0;0;0;0;0
muutos;2033;9999;opetus;1;0;0;0;0;0;0
muutos;2033;1920;opetus;1;0;0;0;0;0;0
muutos;2033;1929;opetus;1;0;0;0;0;0;0
muutos;2033;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2033;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2033;1959;opetus;1;0;0;0;0;0;0
muutos;2033;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2033;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2033;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2033;1999;opetus;1;0;0;0;0;0;0
muutos;2033;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2033;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2033;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2033;2019;opetus;1;0;0;0;0;0;0
muutos;2033;2020;opetus;1;0;0;0;0;0;0
muutos;2033;2021;opetus;1;0;0;0;0;0;0
muutos;2033;2022;opetus;1;0;0;0;0;0;0
muutos;2033;2023;opetus;1;0;0;0;0;0;0
muutos;2033;2024;opetus;1;0;0;0;0;0;0
muutos;2033;2025;opetus;1;0;0;0;0;0;0
muutos;2033;2026;opetus;1;0;0;0;0;0;0
muutos;2033;2027;opetus;1;0;0;0;0;0;0
muutos;2033;2028;opetus;1;0;0;0;0;0;0
muutos;2033;2029;opetus;1;0;0;0;0;0;0
muutos;2033;2030;opetus;1;0;0;0;0;0;0
muutos;2033;2031;opetus;1;0;0;0;0;0;0
muutos;2033;2032;opetus;1;0;0;0;0;0;0
muutos;2033;2033;opetus;1;0;0;0;0;0;0
muutos;2034;9999;opetus;1;0;0;0;0;0;0
muutos;2034;1920;opetus;1;0;0;0;0;0;0
muutos;2034;1929;opetus;1;0;0;0;0;0;0
muutos;2034;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2034;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2034;1959;opetus;1;0;0;0;0;0;0
muutos;2034;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2034;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2034;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2034;1999;opetus;1;0;0;0;0;0;0
muutos;2034;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2034;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2034;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2034;2019;opetus;1;0;0;0;0;0;0
muutos;2034;2020;opetus;1;0;0;0;0;0;0
muutos;2034;2021;opetus;1;0;0;0;0;0;0
muutos;2034;2022;opetus;1;0;0;0;0;0;0
muutos;2034;2023;opetus;1;0;0;0;0;0;0
muutos;2034;2024;opetus;1;0;0;0;0;0;0
muutos;2034;2025;opetus;1;0;0;0;0;0;0
muutos;2034;2026;opetus;1;0;0;0;0;0;0
muutos;2034;2027;opetus;1;0;0;0;0;0;0
muutos;2034;2028;opetus;1;0;0;0;0;0;0
muutos;2034;2029;opetus;1;0;0;0;0;0;0
muutos;2034;2030;opetus;1;0;0;0;0;0;0
muutos;2034;2031;opetus;1;0;0;0;0;0;0
muutos;2034;2032;opetus;1;0;0;0;0;0;0
muutos;2034;2033;opetus;1;0;0;0;0;0;0
muutos;2034;2034;opetus;1;0;0;0;0;0;0
muutos;2035;9999;opetus;1;0;0;0;0;0;0
muutos;2035;1920;opetus;1;0;0;0;0;0;0
muutos;2035;1929;opetus;1;0;0;0;0;0;0
muutos;2035;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2035;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2035;1959;opetus;1;0;0;0;0;0;0
muutos;2035;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2035;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2035;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2035;1999;opetus;1;0;0;0;0;0;0
muutos;2035;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2035;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2035;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2035;2019;opetus;1;0;0;0;0;0;0
muutos;2035;2020;opetus;1;0;0;0;0;0;0
muutos;2035;2021;opetus;1;0;0;0;0;0;0
muutos;2035;2022;opetus;1;0;0;0;0;0;0
muutos;2035;2023;opetus;1;0;0;0;0;0;0
muutos;2035;2024;opetus;1;0;0;0;0;0;0
muutos;2035;2025;opetus;1;0;0;0;0;0;0
muutos;2035;2026;opetus;1;0;0;0;0;0;0
muutos;2035;2027;opetus;1;0;0;0;0;0;0
muutos;2035;2028;opetus;1;0;0;0;0;0;0
muutos;2035;2029;opetus;1;0;0;0;0;0;0
muutos;2035;2030;opetus;1;0;0;0;0;0;0
muutos;2035;2031;opetus;1;0;0;0;0;0;0
muutos;2035;2032;opetus;1;0;0;0;0;0;0
muutos;2035;2033;opetus;1;0;0;0;0;0;0
muutos;2035;2034;opetus;1;0;0;0;0;0;0
muutos;2035;2035;opetus;1;0;0;0;0;0;0
muutos;2036;9999;opetus;1;0;0;0;0;0;0
muutos;2036;1920;opetus;1;0;0;0;0;0;0
muutos;2036;1929;opetus;1;0;0;0;0;0;0
muutos;2036;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2036;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2036;1959;opetus;1;0;0;0;0;0;0
muutos;2036;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2036;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2036;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2036;1999;opetus;1;0;0;0;0;0;0
muutos;2036;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2036;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2036;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2036;2019;opetus;1;0;0;0;0;0;0
muutos;2036;2020;opetus;1;0;0;0;0;0;0
muutos;2036;2021;opetus;1;0;0;0;0;0;0
muutos;2036;2022;opetus;1;0;0;0;0;0;0
muutos;2036;2023;opetus;1;0;0;0;0;0;0
muutos;2036;2024;opetus;1;0;0;0;0;0;0
muutos;2036;2025;opetus;1;0;0;0;0;0;0
muutos;2036;2026;opetus;1;0;0;0;0;0;0
muutos;2036;2027;opetus;1;0;0;0;0;0;0
muutos;2036;2028;opetus;1;0;0;0;0;0;0
muutos;2036;2029;opetus;1;0;0;0;0;0;0
muutos;2036;2030;opetus;1;0;0;0;0;0;0
muutos;2036;2031;opetus;1;0;0;0;0;0;0
muutos;2036;2032;opetus;1;0;0;0;0;0;0
muutos;2036;2033;opetus;1;0;0;0;0;0;0
muutos;2036;2034;opetus;1;0;0;0;0;0;0
muutos;2036;2035;opetus;1;0;0;0;0;0;0
muutos;2036;2036;opetus;1;0;0;0;0;0;0
muutos;2037;9999;opetus;1;0;0;0;0;0;0
muutos;2037;1920;opetus;1;0;0;0;0;0;0
muutos;2037;1929;opetus;1;0;0;0;0;0;0
muutos;2037;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2037;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2037;1959;opetus;1;0;0;0;0;0;0
muutos;2037;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2037;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2037;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2037;1999;opetus;1;0;0;0;0;0;0
muutos;2037;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2037;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2037;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2037;2019;opetus;1;0;0;0;0;0;0
muutos;2037;2020;opetus;1;0;0;0;0;0;0
muutos;2037;2021;opetus;1;0;0;0;0;0;0
muutos;2037;2022;opetus;1;0;0;0;0;0;0
muutos;2037;2023;opetus;1;0;0;0;0;0;0
muutos;2037;2024;opetus;1;0;0;0;0;0;0
muutos;2037;2025;opetus;1;0;0;0;0;0;0
muutos;2037;2026;opetus;1;0;0;0;0;0;0
muutos;2037;2027;opetus;1;0;0;0;0;0;0
muutos;2037;2028;opetus;1;0;0;0;0;0;0
muutos;2037;2029;opetus;1;0;0;0;0;0;0
muutos;2037;2030;opetus;1;0;0;0;0;0;0
muutos;2037;2031;opetus;1;0;0;0;0;0;0
muutos;2037;2032;opetus;1;0;0;0;0;0;0
muutos;2037;2033;opetus;1;0;0;0;0;0;0
muutos;2037;2034;opetus;1;0;0;0;0;0;0
muutos;2037;2035;opetus;1;0;0;0;0;0;0
muutos;2037;2036;opetus;1;0;0;0;0;0;0
muutos;2037;2037;opetus;1;0;0;0;0;0;0
muutos;2038;9999;opetus;1;0;0;0;0;0;0
muutos;2038;1920;opetus;1;0;0;0;0;0;0
muutos;2038;1929;opetus;1;0;0;0;0;0;0
muutos;2038;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2038;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2038;1959;opetus;1;0;0;0;0;0;0
muutos;2038;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2038;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2038;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2038;1999;opetus;1;0;0;0;0;0;0
muutos;2038;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2038;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2038;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2038;2019;opetus;1;0;0;0;0;0;0
muutos;2038;2020;opetus;1;0;0;0;0;0;0
muutos;2038;2021;opetus;1;0;0;0;0;0;0
muutos;2038;2022;opetus;1;0;0;0;0;0;0
muutos;2038;2023;opetus;1;0;0;0;0;0;0
muutos;2038;2024;opetus;1;0;0;0;0;0;0
muutos;2038;2025;opetus;1;0;0;0;0;0;0
muutos;2038;2026;opetus;1;0;0;0;0;0;0
muutos;2038;2027;opetus;1;0;0;0;0;0;0
muutos;2038;2028;opetus;1;0;0;0;0;0;0
muutos;2038;2029;opetus;1;0;0;0;0;0;0
muutos;2038;2030;opetus;1;0;0;0;0;0;0
muutos;2038;2031;opetus;1;0;0;0;0;0;0
muutos;2038;2032;opetus;1;0;0;0;0;0;0
muutos;2038;2033;opetus;1;0;0;0;0;0;0
muutos;2038;2034;opetus;1;0;0;0;0;0;0
muutos;2038;2035;opetus;1;0;0;0;0;0;0
muutos;2038;2036;opetus;1;0;0;0;0;0;0
muutos;2038;2037;opetus;1;0;0;0;0;0;0
muutos;2038;2038;opetus;1;0;0;0;0;0;0
muutos;2039;9999;opetus;1;0;0;0;0;0;0
muutos;2039;1920;opetus;1;0;0;0;0;0;0
muutos;2039;1929;opetus;1;0;0;0;0;0;0
muutos;2039;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2039;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2039;1959;opetus;1;0;0;0;0;0;0
muutos;2039;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2039;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2039;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2039;1999;opetus;1;0;0;0;0;0;0
muutos;2039;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2039;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2039;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2039;2019;opetus;1;0;0;0;0;0;0
muutos;2039;2020;opetus;1;0;0;0;0;0;0
muutos;2039;2021;opetus;1;0;0;0;0;0;0
muutos;2039;2022;opetus;1;0;0;0;0;0;0
muutos;2039;2023;opetus;1;0;0;0;0;0;0
muutos;2039;2024;opetus;1;0;0;0;0;0;0
muutos;2039;2025;opetus;1;0;0;0;0;0;0
muutos;2039;2026;opetus;1;0;0;0;0;0;0
muutos;2039;2027;opetus;1;0;0;0;0;0;0
muutos;2039;2028;opetus;1;0;0;0;0;0;0
muutos;2039;2029;opetus;1;0;0;0;0;0;0
muutos;2039;2030;opetus;1;0;0;0;0;0;0
muutos;2039;2031;opetus;1;0;0;0;0;0;0
muutos;2039;2032;opetus;1;0;0;0;0;0;0
muutos;2039;2033;opetus;1;0;0;0;0;0;0
muutos;2039;2034;opetus;1;0;0;0;0;0;0
muutos;2039;2035;opetus;1;0;0;0;0;0;0
muutos;2039;2036;opetus;1;0;0;0;0;0;0
muutos;2039;2037;opetus;1;0;0;0;0;0;0
muutos;2039;2038;opetus;1;0;0;0;0;0;0
muutos;2039;2039;opetus;1;0;0;0;0;0;0
muutos;2040;9999;opetus;1;0;0;0;0;0;0
muutos;2040;1920;opetus;1;0;0;0;0;0;0
muutos;2040;1929;opetus;1;0;0;0;0;0;0
muutos;2040;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2040;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2040;1959;opetus;1;0;0;0;0;0;0
muutos;2040;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2040;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2040;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2040;1999;opetus;1;0;0;0;0;0;0
muutos;2040;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2040;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2040;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2040;2019;opetus;1;0;0;0;0;0;0
muutos;2040;2020;opetus;1;0;0;0;0;0;0
muutos;2040;2021;opetus;1;0;0;0;0;0;0
muutos;2040;2022;opetus;1;0;0;0;0;0;0
muutos;2040;2023;opetus;1;0;0;0;0;0;0
muutos;2040;2024;opetus;1;0;0;0;0;0;0
muutos;2040;2025;opetus;1;0;0;0;0;0;0
muutos;2040;2026;opetus;1;0;0;0;0;0;0
muutos;2040;2027;opetus;1;0;0;0;0;0;0
muutos;2040;2028;opetus;1;0;0;0;0;0;0
muutos;2040;2029;opetus;1;0;0;0;0;0;0
muutos;2040;2030;opetus;1;0;0;0;0;0;0
muutos;2040;2031;opetus;1;0;0;0;0;0;0
muutos;2040;2032;opetus;1;0;0;0;0;0;0
muutos;2040;2033;opetus;1;0;0;0;0;0;0
muutos;2040;2034;opetus;1;0;0;0;0;0;0
muutos;2040;2035;opetus;1;0;0;0;0;0;0
muutos;2040;2036;opetus;1;0;0;0;0;0;0
muutos;2040;2037;opetus;1;0;0;0;0;0;0
muutos;2040;2038;opetus;1;0;0;0;0;0;0
muutos;2040;2039;opetus;1;0;0;0;0;0;0
muutos;2040;2040;opetus;1;0;0;0;0;0;0
muutos;2041;9999;opetus;1;0;0;0;0;0;0
muutos;2041;1920;opetus;1;0;0;0;0;0;0
muutos;2041;1929;opetus;1;0;0;0;0;0;0
muutos;2041;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2041;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2041;1959;opetus;1;0;0;0;0;0;0
muutos;2041;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2041;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2041;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2041;1999;opetus;1;0;0;0;0;0;0
muutos;2041;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2041;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2041;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2041;2019;opetus;1;0;0;0;0;0;0
muutos;2041;2020;opetus;1;0;0;0;0;0;0
muutos;2041;2021;opetus;1;0;0;0;0;0;0
muutos;2041;2022;opetus;1;0;0;0;0;0;0
muutos;2041;2023;opetus;1;0;0;0;0;0;0
muutos;2041;2024;opetus;1;0;0;0;0;0;0
muutos;2041;2025;opetus;1;0;0;0;0;0;0
muutos;2041;2026;opetus;1;0;0;0;0;0;0
muutos;2041;2027;opetus;1;0;0;0;0;0;0
muutos;2041;2028;opetus;1;0;0;0;0;0;0
muutos;2041;2029;opetus;1;0;0;0;0;0;0
muutos;2041;2030;opetus;1;0;0;0;0;0;0
muutos;2041;2031;opetus;1;0;0;0;0;0;0
muutos;2041;2032;opetus;1;0;0;0;0;0;0
muutos;2041;2033;opetus;1;0;0;0;0;0;0
muutos;2041;2034;opetus;1;0;0;0;0;0;0
muutos;2041;2035;opetus;1;0;0;0;0;0;0
muutos;2041;2036;opetus;1;0;0;0;0;0;0
muutos;2041;2037;opetus;1;0;0;0;0;0;0
muutos;2041;2038;opetus;1;0;0;0;0;0;0
muutos;2041;2039;opetus;1;0;0;0;0;0;0
muutos;2041;2040;opetus;1;0;0;0;0;0;0
muutos;2041;2041;opetus;1;0;0;0;0;0;0
muutos;2042;9999;opetus;1;0;0;0;0;0;0
muutos;2042;1920;opetus;1;0;0;0;0;0;0
muutos;2042;1929;opetus;1;0;0;0;0;0;0
muutos;2042;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2042;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2042;1959;opetus;1;0;0;0;0;0;0
muutos;2042;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2042;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2042;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2042;1999;opetus;1;0;0;0;0;0;0
muutos;2042;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2042;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2042;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2042;2019;opetus;1;0;0;0;0;0;0
muutos;2042;2020;opetus;1;0;0;0;0;0;0
muutos;2042;2021;opetus;1;0;0;0;0;0;0
muutos;2042;2022;opetus;1;0;0;0;0;0;0
muutos;2042;2023;opetus;1;0;0;0;0;0;0
muutos;2042;2024;opetus;1;0;0;0;0;0;0
muutos;2042;2025;opetus;1;0;0;0;0;0;0
muutos;2042;2026;opetus;1;0;0;0;0;0;0
muutos;2042;2027;opetus;1;0;0;0;0;0;0
muutos;2042;2028;opetus;1;0;0;0;0;0;0
muutos;2042;2029;opetus;1;0;0;0;0;0;0
muutos;2042;2030;opetus;1;0;0;0;0;0;0
muutos;2042;2031;opetus;1;0;0;0;0;0;0
muutos;2042;2032;opetus;1;0;0;0;0;0;0
muutos;2042;2033;opetus;1;0;0;0;0;0;0
muutos;2042;2034;opetus;1;0;0;0;0;0;0
muutos;2042;2035;opetus;1;0;0;0;0;0;0
muutos;2042;2036;opetus;1;0;0;0;0;0;0
muutos;2042;2037;opetus;1;0;0;0;0;0;0
muutos;2042;2038;opetus;1;0;0;0;0;0;0
muutos;2042;2039;opetus;1;0;0;0;0;0;0
muutos;2042;2040;opetus;1;0;0;0;0;0;0
muutos;2042;2041;opetus;1;0;0;0;0;0;0
muutos;2042;2042;opetus;1;0;0;0;0;0;0
muutos;2043;9999;opetus;1;0;0;0;0;0;0
muutos;2043;1920;opetus;1;0;0;0;0;0;0
muutos;2043;1929;opetus;1;0;0;0;0;0;0
muutos;2043;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2043;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2043;1959;opetus;1;0;0;0;0;0;0
muutos;2043;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2043;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2043;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2043;1999;opetus;1;0;0;0;0;0;0
muutos;2043;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2043;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2043;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2043;2019;opetus;1;0;0;0;0;0;0
muutos;2043;2020;opetus;1;0;0;0;0;0;0
muutos;2043;2021;opetus;1;0;0;0;0;0;0
muutos;2043;2022;opetus;1;0;0;0;0;0;0
muutos;2043;2023;opetus;1;0;0;0;0;0;0
muutos;2043;2024;opetus;1;0;0;0;0;0;0
muutos;2043;2025;opetus;1;0;0;0;0;0;0
muutos;2043;2026;opetus;1;0;0;0;0;0;0
muutos;2043;2027;opetus;1;0;0;0;0;0;0
muutos;2043;2028;opetus;1;0;0;0;0;0;0
muutos;2043;2029;opetus;1;0;0;0;0;0;0
muutos;2043;2030;opetus;1;0;0;0;0;0;0
muutos;2043;2031;opetus;1;0;0;0;0;0;0
muutos;2043;2032;opetus;1;0;0;0;0;0;0
muutos;2043;2033;opetus;1;0;0;0;0;0;0
muutos;2043;2034;opetus;1;0;0;0;0;0;0
muutos;2043;2035;opetus;1;0;0;0;0;0;0
muutos;2043;2036;opetus;1;0;0;0;0;0;0
muutos;2043;2037;opetus;1;0;0;0;0;0;0
muutos;2043;2038;opetus;1;0;0;0;0;0;0
muutos;2043;2039;opetus;1;0;0;0;0;0;0
muutos;2043;2040;opetus;1;0;0;0;0;0;0
muutos;2043;2041;opetus;1;0;0;0;0;0;0
muutos;2043;2042;opetus;1;0;0;0;0;0;0
muutos;2043;2043;opetus;1;0;0;0;0;0;0
muutos;2044;9999;opetus;1;0;0;0;0;0;0
muutos;2044;1920;opetus;1;0;0;0;0;0;0
muutos;2044;1929;opetus;1;0;0;0;0;0;0
muutos;2044;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2044;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2044;1959;opetus;1;0;0;0;0;0;0
muutos;2044;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2044;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2044;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2044;1999;opetus;1;0;0;0;0;0;0
muutos;2044;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2044;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2044;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2044;2019;opetus;1;0;0;0;0;0;0
muutos;2044;2020;opetus;1;0;0;0;0;0;0
muutos;2044;2021;opetus;1;0;0;0;0;0;0
muutos;2044;2022;opetus;1;0;0;0;0;0;0
muutos;2044;2023;opetus;1;0;0;0;0;0;0
muutos;2044;2024;opetus;1;0;0;0;0;0;0
muutos;2044;2025;opetus;1;0;0;0;0;0;0
muutos;2044;2026;opetus;1;0;0;0;0;0;0
muutos;2044;2027;opetus;1;0;0;0;0;0;0
muutos;2044;2028;opetus;1;0;0;0;0;0;0
muutos;2044;2029;opetus;1;0;0;0;0;0;0
muutos;2044;2030;opetus;1;0;0;0;0;0;0
muutos;2044;2031;opetus;1;0;0;0;0;0;0
muutos;2044;2032;opetus;1;0;0;0;0;0;0
muutos;2044;2033;opetus;1;0;0;0;0;0;0
