scenario;year;rakv;rakennus_tyyppi;kaukolampo;kevyt_oljy;kaasu;sahko;puu;maalampo;muu_lammitys
eu80;2042;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2042;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2042;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2042;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2042;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;9999;hoito;1;0;0;0;0;0;0
eu80;2043;1920;hoito;1;0;0;0;0;0;0
eu80;2043;1929;hoito;0.92;0.06;0;0;0;0;0.01
eu80;2043;1939;hoito;0.91;0.06;0;0.03;0;0;0
eu80;2043;1949;hoito;1;0;0;0;0;0;0
eu80;2043;1959;hoito;0.88;0.12;0;0;0;0;0
eu80;2043;1969;hoito;1;0;0;0;0;0;0
eu80;2043;1979;hoito;0.9;0.1;0;0;0;0;0
eu80;2043;1989;hoito;0.99;0;0;0.01;0;0;0
eu80;2043;1999;hoito;0.92;0.07;0;0.01;0;0;0
eu80;2043;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2043;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2043;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2043;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2043;2043;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;9999;hoito;1;0;0;0;0;0;0
eu80;2044;1920;hoito;1;0;0;0;0;0;0
eu80;2044;1929;hoito;0.92;0.06;0;0;0;0;0.01
eu80;2044;1939;hoito;0.91;0.06;0;0.03;0;0;0
eu80;2044;1949;hoito;1;0;0;0;0;0;0
eu80;2044;1959;hoito;0.88;0.12;0;0;0;0;0
eu80;2044;1969;hoito;1;0;0;0;0;0;0
eu80;2044;1979;hoito;0.9;0.1;0;0;0;0;0
eu80;2044;1989;hoito;0.99;0;0;0.01;0;0;0
eu80;2044;1999;hoito;0.92;0.07;0;0.01;0;0;0
eu80;2044;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2044;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2044;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2044;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2043;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2044;2044;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;9999;hoito;1;0;0;0;0;0;0
eu80;2045;1920;hoito;1;0;0;0;0;0;0
eu80;2045;1929;hoito;0.92;0.06;0;0;0;0;0.01
eu80;2045;1939;hoito;0.91;0.06;0;0.03;0;0;0
eu80;2045;1949;hoito;1;0;0;0;0;0;0
eu80;2045;1959;hoito;0.88;0.12;0;0;0;0;0
eu80;2045;1969;hoito;1;0;0;0;0;0;0
eu80;2045;1979;hoito;0.9;0.1;0;0;0;0;0
eu80;2045;1989;hoito;0.99;0;0;0.01;0;0;0
eu80;2045;1999;hoito;0.92;0.07;0;0.01;0;0;0
eu80;2045;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2045;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2045;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2045;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2043;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2044;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2045;2045;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;9999;hoito;1;0;0;0;0;0;0
eu80;2046;1920;hoito;1;0;0;0;0;0;0
eu80;2046;1929;hoito;0.92;0.06;0;0;0;0;0.01
eu80;2046;1939;hoito;0.91;0.06;0;0.03;0;0;0
eu80;2046;1949;hoito;1;0;0;0;0;0;0
eu80;2046;1959;hoito;0.88;0.12;0;0;0;0;0
eu80;2046;1969;hoito;1;0;0;0;0;0;0
eu80;2046;1979;hoito;0.9;0.1;0;0;0;0;0
eu80;2046;1989;hoito;0.99;0;0;0.01;0;0;0
eu80;2046;1999;hoito;0.92;0.07;0;0.01;0;0;0
eu80;2046;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2046;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2046;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2046;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2043;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2044;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2045;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2046;2046;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;9999;hoito;1;0;0;0;0;0;0
eu80;2047;1920;hoito;1;0;0;0;0;0;0
eu80;2047;1929;hoito;0.92;0.06;0;0;0;0;0.01
eu80;2047;1939;hoito;0.91;0.06;0;0.03;0;0;0
eu80;2047;1949;hoito;1;0;0;0;0;0;0
eu80;2047;1959;hoito;0.88;0.12;0;0;0;0;0
eu80;2047;1969;hoito;1;0;0;0;0;0;0
eu80;2047;1979;hoito;0.9;0.1;0;0;0;0;0
eu80;2047;1989;hoito;0.99;0;0;0.01;0;0;0
eu80;2047;1999;hoito;0.92;0.07;0;0.01;0;0;0
eu80;2047;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2047;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2047;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2047;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2043;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2044;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2045;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2046;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2047;2047;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;9999;hoito;1;0;0;0;0;0;0
eu80;2048;1920;hoito;1;0;0;0;0;0;0
eu80;2048;1929;hoito;0.92;0.06;0;0;0;0;0.01
eu80;2048;1939;hoito;0.91;0.06;0;0.03;0;0;0
eu80;2048;1949;hoito;1;0;0;0;0;0;0
eu80;2048;1959;hoito;0.88;0.12;0;0;0;0;0
eu80;2048;1969;hoito;1;0;0;0;0;0;0
eu80;2048;1979;hoito;0.9;0.1;0;0;0;0;0
eu80;2048;1989;hoito;0.99;0;0;0.01;0;0;0
eu80;2048;1999;hoito;0.92;0.07;0;0.01;0;0;0
eu80;2048;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2048;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2048;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2048;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2043;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2044;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2045;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2046;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2047;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2048;2048;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;9999;hoito;1;0;0;0;0;0;0
eu80;2049;1920;hoito;1;0;0;0;0;0;0
eu80;2049;1929;hoito;0.92;0.06;0;0;0;0;0.01
eu80;2049;1939;hoito;0.91;0.06;0;0.03;0;0;0
eu80;2049;1949;hoito;1;0;0;0;0;0;0
eu80;2049;1959;hoito;0.88;0.12;0;0;0;0;0
eu80;2049;1969;hoito;1;0;0;0;0;0;0
eu80;2049;1979;hoito;0.9;0.1;0;0;0;0;0
eu80;2049;1989;hoito;0.99;0;0;0.01;0;0;0
eu80;2049;1999;hoito;0.92;0.07;0;0.01;0;0;0
eu80;2049;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2049;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2049;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2049;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2043;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2044;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2045;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2046;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2047;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2048;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2049;2049;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;9999;hoito;1;0;0;0;0;0;0
eu80;2050;1920;hoito;1;0;0;0;0;0;0
eu80;2050;1929;hoito;0.92;0.06;0;0;0;0;0.01
eu80;2050;1939;hoito;0.91;0.06;0;0.03;0;0;0
eu80;2050;1949;hoito;1;0;0;0;0;0;0
eu80;2050;1959;hoito;0.88;0.12;0;0;0;0;0
eu80;2050;1969;hoito;1;0;0;0;0;0;0
eu80;2050;1979;hoito;0.9;0.1;0;0;0;0;0
eu80;2050;1989;hoito;0.99;0;0;0.01;0;0;0
eu80;2050;1999;hoito;0.92;0.07;0;0.01;0;0;0
eu80;2050;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
eu80;2050;2010;hoito;0.92;0;0;0.02;0;0.06;0
eu80;2050;2018;hoito;0.93;0;0;0;0;0;0.07
eu80;2050;2019;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2020;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2021;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2022;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2023;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2024;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2025;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2026;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2027;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2028;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2029;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2030;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2031;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2032;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2033;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2034;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2035;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2036;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2037;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2038;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2039;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2040;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2041;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2042;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2043;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2044;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2045;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2046;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2047;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2048;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2049;hoito;0.9;0;0;0.05;0;0.05;0
eu80;2050;2050;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2018;9999;hoito;1;0;0;0;0;0;0
kasvu;2018;1920;hoito;1;0;0;0;0;0;0
kasvu;2018;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2018;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2018;1949;hoito;1;0;0;0;0;0;0
kasvu;2018;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2018;1969;hoito;1;0;0;0;0;0;0
kasvu;2018;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2018;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2018;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2018;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2018;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2018;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2019;9999;hoito;1;0;0;0;0;0;0
kasvu;2019;1920;hoito;1;0;0;0;0;0;0
kasvu;2019;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2019;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2019;1949;hoito;1;0;0;0;0;0;0
kasvu;2019;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2019;1969;hoito;1;0;0;0;0;0;0
kasvu;2019;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2019;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2019;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2019;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2019;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2019;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2019;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2020;9999;hoito;1;0;0;0;0;0;0
kasvu;2020;1920;hoito;1;0;0;0;0;0;0
kasvu;2020;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2020;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2020;1949;hoito;1;0;0;0;0;0;0
kasvu;2020;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2020;1969;hoito;1;0;0;0;0;0;0
kasvu;2020;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2020;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2020;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2020;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2020;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2020;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2020;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2020;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2021;9999;hoito;1;0;0;0;0;0;0
kasvu;2021;1920;hoito;1;0;0;0;0;0;0
kasvu;2021;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2021;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2021;1949;hoito;1;0;0;0;0;0;0
kasvu;2021;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2021;1969;hoito;1;0;0;0;0;0;0
kasvu;2021;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2021;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2021;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2021;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2021;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2021;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2021;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2021;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2021;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2022;9999;hoito;1;0;0;0;0;0;0
kasvu;2022;1920;hoito;1;0;0;0;0;0;0
