scenario;rakv;rakennus_tyyppi;vesi_kwh_m2
pysahdys;2047;askert;21
pysahdys;2047;liike;30
pysahdys;2047;tsto;3
pysahdys;2047;liiken;2
pysahdys;2047;hoito;23
pysahdys;2047;kokoon;5
pysahdys;2047;opetus;7
pysahdys;2047;teoll;7
pysahdys;2047;varast;3
pysahdys;2047;muut;7
pysahdys;2048;erpien;22
pysahdys;2048;rivita;23
pysahdys;2048;askert;21
pysahdys;2048;liike;30
pysahdys;2048;tsto;3
pysahdys;2048;liiken;2
pysahdys;2048;hoito;23
pysahdys;2048;kokoon;5
pysahdys;2048;opetus;7
pysahdys;2048;teoll;7
pysahdys;2048;varast;3
pysahdys;2048;muut;7
pysahdys;2049;erpien;22
pysahdys;2049;rivita;23
pysahdys;2049;askert;21
pysahdys;2049;liike;29
pysahdys;2049;tsto;3
pysahdys;2049;liiken;2
pysahdys;2049;hoito;23
pysahdys;2049;kokoon;5
pysahdys;2049;opetus;7
pysahdys;2049;teoll;7
pysahdys;2049;varast;3
pysahdys;2049;muut;7
pysahdys;2050;erpien;22
pysahdys;2050;rivita;23
pysahdys;2050;askert;21
pysahdys;2050;liike;29
pysahdys;2050;tsto;3
pysahdys;2050;liiken;2
pysahdys;2050;hoito;23
pysahdys;2050;kokoon;5
pysahdys;2050;opetus;7
pysahdys;2050;teoll;7
pysahdys;2050;varast;3
pysahdys;2050;muut;7
